MB,MB,2012 CHEVROLET IMPALA,2012 CHEVROLET IMPALA,RET,53001,,2015,2015,7,,1,Vehicles,"$19,319.99 ",0,"$19,319.99 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003616,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,2012 CHEVROLET IMPALA,2012 CHEVROLET IMPALA,EXT,53001,,2015,2015,7,,1,Vehicles,"$19,319.99 ",0,"$19,319.99 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003617,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,2012 CHEVROLET IMPALA,2012 CHEVROLET IMPALA,EXT,53001,,2015,2015,7,,1,Vehicles,"$19,319.99 ",0,"$19,319.99 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003618,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
SY,SY,2012 CHEVROLET IMPALA,2012 CHEVROLET IMPALA,EXT,53001,,2015,2015,7,,1,Vehicles,"$19,319.99 ",0,"$19,319.99 ",2015,Adm Bldg Non-Rev Vehicles,,,,,,,,,A0003619,,,Adm Bldg Non-Rev Vehicles,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
FB,FB,OUTBOARD ENGINE,OUTBOARD ENGINE,RET,23300,,2015,2015,5,,2,Each,"$9,652.50 ",0,"$19,305.00 ",2015,,,,,,,,,,F0001992-3,,,LFT Outside Areas,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Ferryboat (FB),,,,,,,
MB,MB,METAL SHEAR,METAL SHEAR,EXT,23300,,2015,2015,15,,1,Each,"$19,268.75 ",0,"$19,268.75 ",2015,D1 Body Shop Bus Repair,,,,,,,,,BG004758,,,"2002 Cost-$19,268.75 - D1 Body Shop Bus Repair",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,PORTABLE DATA UNIT,PORTABLE DATA UNIT,EXT,39100,,2015,2015,5,,1,Each,"$19,214.38 ",0,"$19,214.38 ",2015,D1 Body Shop Electronic Repair,,,,,,,,,BG004916,,,D1 Body Shop Electronic Repair,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,AIR CONDITIONING UNIT,AIR CONDITIONING UNIT,EXT,21505,,2015,2015,20,,1,Lump Sum,"$19,105.16 ",0,"$19,105.16 ",2015,,,,,,,,,,BR001993,,,Adm Bldg Toll Plaza Complex,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,AIR CONDITIONING UNIT,AIR CONDITIONING UNIT,EXT,21505,,2015,2015,20,,1,Lump Sum,"$19,105.16 ",0,"$19,105.16 ",2015,,,,,,,,,,BR001994,,,Adm Bldg Toll Plaza Complex,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,AIR CONDITIONING UNIT,AIR CONDITIONING UNIT,EXT,21505,,2015,2015,20,,1,Lump Sum,"$19,105.16 ",0,"$19,105.16 ",2015,,,,,,,,,,BR001995,,,Adm Bldg Toll Plaza Complex,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,TRAILER OFFICE ENGINEERS,TRAILER OFFICE ENGINEERS,EXT,21100,,2015,2015,25,,1,Building,"$18,942.20 ",0,"$18,942.20 ",2015,Bldg E - Engineering West,,,,,,,,,B0009021,,,Bldg E - Engineering West,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,CAR SEDAN FORD 2002,CAR SEDAN FORD 2002,RET,53001,,2015,2015,7,,1,Vehicles,"$18,897.21 ",0,"$18,897.21 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003346,,,"2022 Cost-$18,897.21 D1 Non-Revenue Vehicles",,,,,,,,,3,,,FALSE,,,FRD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
SY,SY,CAR 2009 CHEVROLET,CAR 2009 CHEVROLET,RET,53001,,2015,2015,7,,1,Vehicles,"$18,862.89 ",0,"$18,862.89 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003583,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,CAR 2009 CHEVROLET,CAR 2009 CHEVROLET,EXT,53001,,2015,2015,7,,1,Vehicles,"$18,862.69 ",0,"$18,862.69 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A00003585,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
SY,SY,CAR 2009 CHEVROLET,CAR 2009 CHEVROLET,EXT,53001,,2015,2015,7,,1,Vehicles,"$18,862.69 ",0,"$18,862.69 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003580,,,Adm Bldg Non-Rev Vehicles,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
SY,SY,CAR 2009 CHEVROLET,CAR 2009 CHEVROLET,EXT,53001,,2015,2015,7,,1,Vehicles,"$18,862.69 ",0,"$18,862.69 ",2015,Adm Bldg Non-Rev Vehicles,,,,,,,,,A0003581,,,Adm Bldg Non-Rev Vehicles,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
FB,FB,2009 CHEVROLET,CAR 2009 CHEVROLET,EXT,53001,,2015,2015,7,,1,Vehicles,"$18,862.69 ",0,"$18,862.69 ",2015,,,,,,,,,,A0003584,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,CAR 2009 CHEVROLET,CAR 2009 CHEVROLET,EXT,53001,,2015,2015,7,,1,Vehicles,"$18,862.68 ",0,"$18,862.68 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003586,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,CAR 2009 CHEVROLET,CAR 2009 CHEVROLET,EXT,53001,,2015,2015,7,,1,Vehicles,"$18,862.68 ",0,"$18,862.68 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003587,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,DYNAMOMETER SYSTEM,DYNAMOMETER SYSTEM,RET,23406,,2015,2015,15,,1,Each,"$18,852.10 ",0,"$18,852.10 ",2015,D1 Maint Shop Dynamometer,,,,,,,,,B0000452,,,D1 Maint Shop Dynamometer,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,CARPET DIRECTORS ANNEX/HALLWYS,CARPET DIRECTORS ANNEX/HALLWYS,EXT,21513,,2015,2015,5,,1,Lump Sum,"$18,813.90 ",0,"$18,813.90 ",2015,Adm Bldg Directors Annex,,,,,,,,,A0003589,,,Adm Bldg Directors Annex,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SOFTWARE FOR MOBILE INVENTORY,SOFTWARE FOR MOBILE INVENTORY,EXT,39203,,2015,2015,5,,1,Each,"$18,763.44 ",0,"$18,763.44 ",2015,D1 Maint Shop Stores Office,,,,,,,,,A0003640,,,D1 Maint Shop Stores Office,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,STRUT PROPELLER MS SONOMA,MS SONOMA STRUT PROPELLER,EXT,38305,,1989,1989,10,,1,Lot,"$18,728.37 ",0,"$18,728.37 ",2015,MS Sonoma,,,,,,,,,FG000706,,,MS Sonoma,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),00:55.7,,,,,,
FB,FB,2002 FORD SEDAN,CAR - FORD SEDAN,RET,53001,,2015,2015,7,,1,Vehicles,"$18,692.14 ",0,"$18,692.14 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003365,,,"2002 Cost-$18,692.14 - D1 Non Revenue Vehicle",,,,,,,,,3,,,FALSE,,,FRD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
SY,SY,HP DESIGNJET T1200HD PRINTER,HP DESINGJET T1200HD PRINTER,EXT,39105,,2015,2015,5,,1,Each,"$18,684.52 ",0,"$18,684.52 ",2015,Bldg B - Procurement Trailer,,,,,,,,,A0003611,,,Bldg B - Procurement Trailer,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SANTA ROSA TERMINAL BLDG,SANTA ROSA TERMINAL BLDG,EXT,41200,,2015,2015,25,,1,Building,"$18,551.89 ",0,"$18,551.89 ",2015,D3 Service Building,,,,,,,,,BG00533302,,,"1990 Permanent Structures-$18,551.89-D3 Service Bldg Phone",,,,,,,,,3,,2500,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,STATION WAGON 2000 FORD,STATION WAGON 2000 FORD,RET,53001,,2015,2015,7,,1,Vehicles,"$18,424.91 ",0,"$18,424.91 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003161,,,"2001 Cost-$18,424.91 D1 Non Revenue Vehicles",,,,,,,,,3,,,FALSE,,,FRD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,GENIE VERTICAL MAN GIET,GENIE VERTICAL MAN LIFT,EXT,53003,,2015,2015,10,,1,Vehicles,"$18,405.56 ",0,"$18,405.56 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,BG005427,,,D1 Non-Revenue Vehicles-Man lift front Johnson High Reach Equip,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,2011 CHEVROLET SEDAN,2011 Chevrolet Sedan,EXT,53001,,2015,2015,7,,1,Vehicles,"$18,387.40 ",0,"$18,387.40 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003593,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,2011 CHEVROLET SEDAN,2011 Chevrolet Sedan,EXT,53001,,2015,2015,7,,1,Vehicles,"$18,387.40 ",0,"$18,387.40 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003594,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,2011 CHEVROLET SEDAN,2011 Chevrolet Sedan,EXT,53001,,2015,2015,7,,1,Vehicles,"$18,387.40 ",0,"$18,387.40 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003595,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,2011 CHEVROLET SEDAN,2011 Chevrolet Sedan,EXT,53001,,2015,2015,7,,1,Vehicles,"$18,387.40 ",0,"$18,387.40 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003596,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
SY,SY,TRAILER OFFICE DRAFTING,TRAILER OFFICE DRAFTING,EXT,21100,,2015,2015,25,,1,Building,"$18,372.50 ",0,"$18,372.50 ",2015,Bldg B - Procurement Trailer,,,,,,,,,B0000213,,,Bldg B - Procurement Trailer,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,BRAKE LATHE - ARI HETRA,BRAKE LATHE - ARI HETRA,EXT,23410,,2015,2015,15,,1,Each,"$18,349.25 ",0,"$18,349.25 ",2015,MAINTENANCE SHOP,,,,,,,,,B0009345,,,Maintenance Shop,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,CASH REGISTER SYSTEM,CASH REGISTER SYSTEM,RET,34000,,2015,2015,10,,1,System,"$18,237.70 ",0,"$18,237.70 ",2015,Gift Center,,,,,,,,,BR001737,,,Gift Center,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,AIS UPGRADES TO SONOMA,AIS UPGRADES TO MS SONOMA,EXT,33000,,2015,2015,4,,1,Each,"$18,165.96 ",0,"$18,165.96 ",2015,MS Sonoma,,,,,,,,,FG001004,,,MS Sonoma,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,,
FB,FB,LFT STORAGE & INSPECTION STAT,LFT STORAGE & INSPECTION STAT,EXT,38100,,2015,2015,25,,1,Each,"$18,096.47 ",0,"$18,096.47 ",2015,LFT Outside Areas,,,,,,,,,FG00078001,,,Located in LFT Outside Areas,,,,,,,,,3,,1696,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,BUS PAD & TURNOUT,BUS PAD & TURNOUT,EXT,41300,,2015,2015,10,,1,Each,"$18,000.00 ",0,"$18,000.00 ",2015,Bus Stop Shelter,,,,,,,,,BG007069,,,"1990 Cost-$18,000 - BUS PAD & TURNOUT - 101 & PARADISE DR AT CM7",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS PAD & TURNOUT,BUS PAD & TURNOUT,EXT,41300,,2015,2015,10,,1,Each,"$18,000.00 ",0,"$18,000.00 ",2015,Bus Stop Shelter,,,,,,,,,BG007070,,,"1990 Cost-$18,000 - BUS PAD & TURNOUT - LARKSPUR MAGNOLIA",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS PAD & TURNOUT,BUS PAD & TURNOUT,EXT,41300,,2015,2015,10,,1,Each,"$18,000.00 ",0,"$18,000.00 ",2015,Bus Stop Shelter,,,,,,,,,BG007071,,,"1990 Cost-$18,000 - BUS PAD & TURNOUT - LARKSPUR DOHERTY",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS PAD & TURNOUT,BUS PAD & TURNOUT,EXT,41300,,2015,2015,10,,1,Each,"$18,000.00 ",0,"$18,000.00 ",2015,Bus Stop Shelter,,,,,,,,,BG007072,,,"1990 Cost-$18,000 - BUS PAD & TURNOUT - CORTE MADERA: TAMALPAIS & MADER A AT CM1",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,FORKLIFT CATEPILLAR 1976,FORKLIFT CATERPILLAR 1976,RET,53003,,2015,2015,10,,1,Vehicle,"$17,925.40 ",0,"$17,925.40 ",2015,LFT Outside Areas,,,,,,,,,FG000307,,,LFT Outside Areas,,,,,,,,,3,,,FALSE,,,ZZZ,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,,
SY,SY,SERVER,SERVER,RET,39103,,2015,2015,5,,2,Each,"$8,947.99 ",0,"$17,895.98 ",2015,,,,,,,,,,A0003544-5,,,D1 Penthouse Equipment Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,Furuno X Band Radar,FURUNO X BAND RADAR,EXT,37004,,2015,2015,5,,1,Each,"$17,813.80 ",0,"$17,813.80 ",2015,MS Marin,,,,,,,,,F0001544,,,MS Marin,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,,
MB,MB,TRUCK PICKUP DODGE 2008,TRUCK PICKUP DODGE 2008,EXT,53002,,2015,2015,10,,1,Vehicles,"$17,803.77 ",0,"$17,803.77 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,B0009304,,,Bus Division D1 Non-Revenue Vehicles 321400,,,,,,,,,3,,,FALSE,,,DMC,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,,
MB,MB,TRUCK PICKUP DODGE 2008,TRUCK PICKUP DODGE 2008,EXT,53002,,2015,2015,10,,1,Vehicles,"$17,803.77 ",0,"$17,803.77 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,B0009305,,,Bus Division,,,,,,,,,3,,,FALSE,,,DMC,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,,
FB,FB,CART ELECTRIC FOUR WHEEL,CART ELECTRIC FOUR WHEEL,RET,53003,,2015,2015,3,,2,Vehicle,"$8,845.98 ",0,"$17,691.96 ",2015,,,,,,,,,,F0001969-70,,,LFT Shop Area - Both assets are already disposed,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,,
MB,MB,MONITOR-SERVICE (IFR),MONITOR-SERVICE (IFR),EXT,23100,,2015,2015,5,,1,Each,"$17,561.55 ",0,"$17,561.55 ",2015,D1 HD Maint Bldg Radio Repair,,,,,,,,,BG004477,,,D1 HD Maint Bld Radio Repair,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,AIR CONDITIONING UNIT,AIR CONDITIONING UNIT,EXT,21505,,2015,2015,20,,1,Lump Sum,"$17,501.56 ",0,"$17,501.56 ",2015,,,,,,,,,,BR001947,,,Adm Bldg Roof,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,TAPE LIBRARY FILE UPGRAD,TAPE LIBRARY FILE UPGRAD,RET,39100,,2015,2015,5,,1,Each,"$17,458.16 ",0,"$17,458.16 ",2015,D1 Network Administrator,,,,,,,,,B000923201,,,"2002 Cost-$17,458.16 - D1 Network Administrator",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,VAN - FORD 2003,VAN - FORD 2003,EXT,53001,,2015,2015,7,,1,Vehicle,"$17,400.91 ",0,"$17,400.91 ",2015,Adm Bldg Non-Rev Vehicles,,,,,,,,,A0003475,,,"2003 Cost-$17,400.91 Adm Bldg Non-Rev Vehicles",,,,,,,,,3,,,FALSE,,,FRD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,NOVATO BUS YARD SECURITY,NOVATO BUS YARD SECURITY,EXT,33300,,2015,2015,20,,1,Each,"$17,386.34 ",0,"$17,386.34 ",2015,D2 Service Building,,,,,,,,,B000030504,,,2007 D2 Service Building - NOVATO BUS YARD SECURITY,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,CAR - PONTIAC VIBE 2006,CAR - PONTIAC VIBE 2006,RET,53001,,2015,2015,7,,1,Vehicles,"$17,349.22 ",0,"$17,349.22 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003534,,,"2006 Cost-$17,349.22 D1 Non-Revenue Vehicles",,,,,,,,,3,,,FALSE,,,PTC,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
SY,SY,CAR - PONTIAC VIBE 2006,CAR - PONTIAC VIBE 2006,EXT,53001,,2015,2015,7,,1,Vehicles,"$17,349.22 ",0,"$17,349.22 ",2015,Adm Bldg Non-Rev Vehicles,,,,,,,,,A0003535,,,"2006 Cost-$17,349.22 Adm Bldg Non-Rev Vehicles",,,,,,,,,3,,,FALSE,,,PTC,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,CAR - PONTIAC VIBE 2006,CAR - PONTIAC VIBE 2006,EXT,53001,,2015,2015,7,,1,Vehicles,"$17,349.22 ",0,"$17,349.22 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,A0003538,,,"2006 Cost-$17,349.22 D1 Non-Revenue Vehicles",,,,,,,,,3,,,FALSE,,,PTC,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
SY,SY,CAR - PONTIAC VIBE 2006,CAR - PONTIAC VIBE 2006,EXT,53001,,2015,2015,7,,1,Vehicles,"$17,349.22 ",0,"$17,349.22 ",2015,Adm Bldg Non-Rev Vehicles,,,,,,,,,A0003539,,,"2006 Cost-$17,349.22 Adm Bldg Non-Rev Vehicles",,,,,,,,,3,,,FALSE,,,PTC,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
SY,SY,CAR - PONTIAC VIBE 2006,CAR - PONTIAC VIBE 2006,EXT,53001,,2015,2015,7,,1,Vehicles,"$17,349.22 ",0,"$17,349.22 ",2015,Adm Bldg Non-Rev Vehicles,,,,,,,,,A0003540,,,"2006 Cost-$17,349.22 Adm Bldg Non-Rev Vehicles",,,,,,,,,3,,,FALSE,,,PTC,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
SY,SY,ROUTER - CISCO,ROUTER - CISCO,RET,39300,,2015,2015,5,,1,Each,"$17,341.02 ",0,"$17,341.02 ",2015,D1 Penthouse Equipment Room,,,,,,,,,A0003564,,,"Reported cost- $19,341.02 changed to $17,341.02",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,ROUTER - CISCO,ROUTER - CISCO,RET,39300,,2015,2015,5,,1,Each,"$17,341.01 ",0,"$17,341.01 ",2015,IS Computer Room,,,,,,,,,A0003565,,,"Reported cost- $19,341.02 changed to $17,341.01",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SAN RAFAEL SPRINKLER,SAN RAFAEL SPRINKLER,EXT,22000,,2015,2015,25,,1,Each,"$17,328.00 ",0,"$17,328.00 ",2015,D1 Yard,,,,,,,,,B0000344,,,"1977 Cost-$17,328-D1 Yard - MAIN SHOP SPRINKLER S YSTEM",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,RADIO VOTING EQUIP,RADIO VOTING EQUIP,RET,33500,,2015,2015,10,,1,Each,"$17,240.00 ",0,"$17,240.00 ",2015,D1 Dispatch/Radio Room,,,,,,,,,BG007340,,,"1992 Cost-$17,240 - D1 Dispatch/Radio Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,ULTRASONIC PARTS CLEANER,ULTRASONIC PARTS CLEANER,EXT,23300,,2015,2015,15,,1,Each,"$17,024.50 ",0,"$17,024.50 ",2015,LFT Shop Area,,,,,,,,,F0001530,,,"2006 Cost-$17,024.50 - LFT Shop Area",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,"54""x56"" RH SS PROPELLER","54"" x56"" RH SS PROPELLER",RET,38300,,2010,2010,10,,1,Lot,"$16,929.88 ",0,"$16,929.88 ",1976,MS Marin,,,,,,,,,F0001546,,,Ms Marin,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),54:06.9,,,,,,
FB,FB,"54"" X 56"" LH SS PROPELLER","54"" X 56"" LH SS PROPELLER",RET,38305,,2010,2009,10,,1,Lot,"$16,929.88 ",0,"$16,929.88 ",2015,MS Marin,,,,,,,,,F0001547,,,Ms Marin,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),06:46.3,,,,,,
MB,MB,MICROWAVE ANTENNA SYSTEM,MICROWAVE ANTENNA SYSTEM,RET,33500,,2015,2015,10,,1,Each,"$16,898.00 ",0,"$16,898.00 ",2015,D1 Penthouse Equipment Room,,,,,,,,,BG004074,,,"1982 Cost-16,898 - D1 Penthouse Equipment Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,VIDEO PROJECTOR,VIDEO PROJECTOR,EXT,39110,,2015,2015,7,,1,Each,"$16,872.74 ",0,"$16,872.74 ",2015,SR A&D Trailer Training Room,,,,,,,,,B0009282,,,"2004 Cost-$16,872.74 - SR A&D Trailer Training Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
